id,date,time_hours,total_intensity, average_intensity ,calories
1503960366,4/14/2016,2:00:00 AM,0,0.0,47
1503960366,4/14/2016,3:00:00 AM,0,0.0,47
1503960366,4/14/2016,4:00:00 AM,0,0.0,47
1503960366,4/14/2016,5:00:00 AM,0,0.0,47
1503960366,4/14/2016,6:00:00 AM,0,0.0,47
1503960366,4/14/2016,7:00:00 AM,0,0.0,47
1503960366,4/14/2016,8:00:00 AM,0,0.0,47
1503960366,4/14/2016,9:00:00 AM,14,0.23,93
1503960366,4/14/2016,10:00:00 AM,23,0.38,109
1503960366,4/14/2016,11:00:00 AM,7,0.12,64
1503960366,4/14/2016,12:00:00 PM,18,0.3,85
1503960366,4/14/2016,1:00:00 PM,54,0.9,137
1503960366,4/14/2016,2:00:00 PM,22,0.37,113
1503960366,4/14/2016,3:00:00 PM,7,0.12,66
1503960366,4/14/2016,4:00:00 PM,25,0.42,88
1503960366,4/14/2016,5:00:00 PM,5,0.08,61
1503960366,4/14/2016,6:00:00 PM,12,0.2,72
1503960366,4/14/2016,7:00:00 PM,1,0.02,55
1503960366,4/14/2016,8:00:00 PM,24,0.4,91
1503960366,4/14/2016,9:00:00 PM,57,0.95,174
1503960366,4/14/2016,10:00:00 PM,17,0.28,79
1503960366,4/14/2016,11:00:00 PM,0,0.0,50
1503960366,4/15/2016,12:00:00 AM,6,0.1,60
1503960366,4/15/2016,1:00:00 AM,5,0.08,58
1503960366,4/15/2016,2:00:00 AM,7,0.12,59
1503960366,4/15/2016,3:00:00 AM,0,0.0,47
1503960366,4/15/2016,4:00:00 AM,0,0.0,47
1503960366,4/15/2016,5:00:00 AM,1,0.02,49
1503960366,4/15/2016,6:00:00 AM,0,0.0,47
1503960366,4/15/2016,7:00:00 AM,1,0.02,49
1503960366,4/15/2016,8:00:00 AM,5,0.08,54
1503960366,4/15/2016,9:00:00 AM,2,0.03,50
1503960366,4/15/2016,10:00:00 AM,8,0.13,63
1503960366,4/15/2016,11:00:00 AM,23,0.38,84
1503960366,4/15/2016,12:00:00 PM,13,0.22,74
1503960366,4/15/2016,1:00:00 PM,9,0.15,67
1503960366,4/15/2016,2:00:00 PM,0,0.0,47
1503960366,4/15/2016,3:00:00 PM,0,0.0,47
1503960366,4/15/2016,4:00:00 PM,0,0.0,47
1503960366,4/15/2016,5:00:00 PM,47,0.78,140
1503960366,4/15/2016,6:00:00 PM,22,0.37,87
1503960366,4/15/2016,7:00:00 PM,32,0.53,97
1503960366,4/15/2016,8:00:00 PM,8,0.13,64
1503960366,4/15/2016,9:00:00 PM,14,0.23,75
1503960366,4/15/2016,10:00:00 PM,66,1.1,151
1503960366,4/15/2016,11:00:00 PM,95,1.58,182
1503960366,4/16/2016,12:00:00 AM,15,0.25,77
1503960366,4/16/2016,1:00:00 AM,0,0.0,48
1503960366,4/16/2016,2:00:00 AM,3,0.05,52
1503960366,4/16/2016,3:00:00 AM,1,0.02,48
1503960366,4/16/2016,4:00:00 AM,1,0.02,49
1503960366,4/16/2016,5:00:00 AM,1,0.02,49
1503960366,4/16/2016,6:00:00 AM,0,0.0,48
1503960366,4/16/2016,7:00:00 AM,4,0.07,54
1503960366,4/16/2016,8:00:00 AM,9,0.15,62
1503960366,4/16/2016,9:00:00 AM,38,0.63,124
1503960366,4/16/2016,10:00:00 AM,14,0.23,110
1503960366,4/16/2016,11:00:00 AM,30,0.5,147
1503960366,4/16/2016,12:00:00 PM,42,0.7,119
1503960366,4/16/2016,1:00:00 PM,90,1.5,214
1503960366,4/16/2016,2:00:00 PM,20,0.33,82
1503960366,4/16/2016,3:00:00 PM,0,0.0,51
1503960366,4/16/2016,4:00:00 PM,2,0.03,54
1503960366,4/16/2016,5:00:00 PM,17,0.28,79
1503960366,4/16/2016,6:00:00 PM,10,0.17,65
1503960366,4/16/2016,7:00:00 PM,12,0.2,67
1503960366,4/16/2016,8:00:00 PM,19,0.32,81
1503960366,4/16/2016,9:00:00 PM,13,0.22,75
1503960366,4/16/2016,10:00:00 PM,3,0.05,55
1503960366,4/16/2016,11:00:00 PM,5,0.08,56
1503960366,4/17/2016,12:00:00 AM,0,0.0,47
1503960366,4/17/2016,1:00:00 AM,0,0.0,48
1503960366,4/17/2016,2:00:00 AM,0,0.0,47
1503960366,4/17/2016,3:00:00 AM,1,0.02,49
1503960366,4/17/2016,4:00:00 AM,0,0.0,48
1503960366,4/17/2016,5:00:00 AM,0,0.0,48
1503960366,4/17/2016,6:00:00 AM,0,0.0,48
1503960366,4/17/2016,7:00:00 AM,0,0.0,48
1503960366,4/17/2016,8:00:00 AM,0,0.0,48
1503960366,4/17/2016,9:00:00 AM,0,0.0,48
1503960366,4/17/2016,10:00:00 AM,0,0.0,47
1503960366,4/17/2016,11:00:00 AM,9,0.15,63
1503960366,4/17/2016,12:00:00 PM,18,0.3,76
1503960366,4/17/2016,1:00:00 PM,23,0.38,83
1503960366,4/17/2016,2:00:00 PM,10,0.17,69
1503960366,4/17/2016,3:00:00 PM,13,0.22,73
1503960366,4/17/2016,4:00:00 PM,2,0.03,57
1503960366,4/17/2016,5:00:00 PM,71,1.18,174
1503960366,4/17/2016,6:00:00 PM,39,0.65,136
1503960366,4/17/2016,7:00:00 PM,24,0.4,95
1503960366,4/17/2016,8:00:00 PM,87,1.45,191
1503960366,4/17/2016,9:00:00 PM,16,0.27,79
1503960366,4/17/2016,10:00:00 PM,5,0.08,58
1503960366,4/17/2016,11:00:00 PM,0,0.0,50
1503960366,4/18/2016,12:00:00 AM,21,0.35,82
1503960366,4/18/2016,1:00:00 AM,0,0.0,48
1503960366,4/18/2016,2:00:00 AM,0,0.0,47
1503960366,4/18/2016,3:00:00 AM,0,0.0,47
1503960366,4/18/2016,4:00:00 AM,0,0.0,47
1503960366,4/18/2016,5:00:00 AM,0,0.0,47
1503960366,4/18/2016,6:00:00 AM,0,0.0,47
1503960366,4/18/2016,7:00:00 AM,0,0.0,47
1503960366,4/18/2016,8:00:00 AM,0,0.0,47
1503960366,4/18/2016,9:00:00 AM,39,0.65,133
1503960366,4/18/2016,10:00:00 AM,17,0.28,81
1503960366,4/18/2016,11:00:00 AM,15,0.25,73
1503960366,4/18/2016,12:00:00 PM,40,0.67,118
1503960366,4/18/2016,1:00:00 PM,9,0.15,70
1503960366,4/18/2016,2:00:00 PM,7,0.12,64
1503960366,4/18/2016,3:00:00 PM,14,0.23,80
1503960366,4/18/2016,4:00:00 PM,17,0.28,78
1503960366,4/18/2016,5:00:00 PM,18,0.3,79
1503960366,4/18/2016,6:00:00 PM,114,1.9,234
1503960366,4/18/2016,7:00:00 PM,30,0.5,157
1503960366,4/18/2016,8:00:00 PM,2,0.03,57
1503960366,4/18/2016,9:00:00 PM,11,0.18,68
1503960366,4/18/2016,10:00:00 PM,19,0.32,86
1503960366,4/18/2016,11:00:00 PM,18,0.3,83
1503960366,4/19/2016,12:00:00 AM,0,0.0,47
1503960366,4/19/2016,1:00:00 AM,1,0.02,49
1503960366,4/19/2016,2:00:00 AM,0,0.0,47
1503960366,4/19/2016,3:00:00 AM,2,0.03,50
1503960366,4/19/2016,4:00:00 AM,0,0.0,47
1503960366,4/19/2016,5:00:00 AM,0,0.0,47
1503960366,4/19/2016,6:00:00 AM,1,0.02,49
1503960366,4/19/2016,7:00:00 AM,19,0.32,75
1503960366,4/19/2016,8:00:00 AM,38,0.63,130
1503960366,4/19/2016,9:00:00 AM,16,0.27,79
1503960366,4/19/2016,10:00:00 AM,16,0.27,75
1503960366,4/19/2016,11:00:00 AM,13,0.22,72
1503960366,4/19/2016,12:00:00 PM,61,1.02,143
1503960366,4/19/2016,1:00:00 PM,65,1.08,171
1503960366,4/19/2016,2:00:00 PM,12,0.2,76
1503960366,4/19/2016,3:00:00 PM,12,0.2,72
1503960366,4/19/2016,4:00:00 PM,9,0.15,71
1503960366,4/19/2016,5:00:00 PM,13,0.22,90
1503960366,4/19/2016,6:00:00 PM,30,0.5,120
1503960366,4/19/2016,7:00:00 PM,31,0.52,93
1503960366,4/19/2016,8:00:00 PM,69,1.15,159
1503960366,4/19/2016,9:00:00 PM,16,0.27,94
1503960366,4/19/2016,10:00:00 PM,4,0.07,58
1503960366,4/19/2016,11:00:00 PM,48,0.8,120
1503960366,4/20/2016,12:00:00 AM,2,0.03,54
1503960366,4/20/2016,1:00:00 AM,2,0.03,53
1503960366,4/20/2016,2:00:00 AM,0,0.0,47
1503960366,4/20/2016,3:00:00 AM,0,0.0,48
1503960366,4/20/2016,4:00:00 AM,0,0.0,48
1503960366,4/20/2016,5:00:00 AM,0,0.0,47
1503960366,4/20/2016,6:00:00 AM,0,0.0,48
1503960366,4/20/2016,7:00:00 AM,3,0.05,51
1503960366,4/20/2016,8:00:00 AM,14,0.23,70
1503960366,4/20/2016,9:00:00 AM,50,0.83,144
1503960366,4/20/2016,10:00:00 AM,13,0.22,79
1503960366,4/20/2016,11:00:00 AM,1,0.02,58
1503960366,4/20/2016,12:00:00 PM,8,0.13,64
1503960366,4/20/2016,1:00:00 PM,5,0.08,61
1503960366,4/20/2016,2:00:00 PM,39,0.65,113
1503960366,4/20/2016,3:00:00 PM,21,0.35,97
1503960366,4/20/2016,4:00:00 PM,11,0.18,70
1503960366,4/20/2016,5:00:00 PM,2,0.03,57
1503960366,4/20/2016,6:00:00 PM,32,0.53,114
1503960366,4/20/2016,7:00:00 PM,36,0.6,117
1503960366,4/20/2016,8:00:00 PM,12,0.2,80
1503960366,4/20/2016,9:00:00 PM,22,0.37,83
1503960366,4/20/2016,10:00:00 PM,7,0.12,62
1503960366,4/20/2016,11:00:00 PM,33,0.55,120
1503960366,4/21/2016,12:00:00 AM,2,0.03,54
1503960366,4/21/2016,1:00:00 AM,8,0.13,61
1503960366,4/21/2016,2:00:00 AM,5,0.08,55
1503960366,4/21/2016,3:00:00 AM,0,0.0,48
1503960366,4/21/2016,4:00:00 AM,0,0.0,47
1503960366,4/21/2016,5:00:00 AM,0,0.0,47
1503960366,4/21/2016,6:00:00 AM,0,0.0,48
1503960366,4/21/2016,7:00:00 AM,3,0.05,52
1503960366,4/21/2016,8:00:00 AM,15,0.25,71
1503960366,4/21/2016,9:00:00 AM,26,0.43,133
1503960366,4/21/2016,10:00:00 AM,16,0.27,77
1503960366,4/21/2016,11:00:00 AM,0,0.0,55
1503960366,4/21/2016,12:00:00 PM,11,0.18,73
1503960366,4/21/2016,1:00:00 PM,25,0.42,113
1503960366,4/21/2016,2:00:00 PM,2,0.03,58
1503960366,4/21/2016,3:00:00 PM,8,0.13,68
1503960366,4/21/2016,4:00:00 PM,4,0.07,60
1503960366,4/21/2016,5:00:00 PM,5,0.08,60
1503960366,4/21/2016,6:00:00 PM,9,0.15,69
1503960366,4/21/2016,7:00:00 PM,8,0.13,64
1503960366,4/21/2016,8:00:00 PM,92,1.53,213
1503960366,4/21/2016,9:00:00 PM,21,0.35,104
1503960366,4/21/2016,10:00:00 PM,9,0.15,63
1503960366,4/21/2016,11:00:00 PM,15,0.25,84
1503960366,4/22/2016,12:00:00 AM,0,0.0,47
1503960366,4/22/2016,1:00:00 AM,0,0.0,47
1503960366,4/22/2016,2:00:00 AM,0,0.0,47
1503960366,4/22/2016,3:00:00 AM,0,0.0,47
1503960366,4/22/2016,4:00:00 AM,0,0.0,47
1503960366,4/22/2016,5:00:00 AM,0,0.0,47
1503960366,4/22/2016,6:00:00 AM,0,0.0,47
1503960366,4/22/2016,7:00:00 AM,0,0.0,47
1503960366,4/22/2016,8:00:00 AM,0,0.0,47
1503960366,4/22/2016,9:00:00 AM,13,0.22,65
1503960366,4/22/2016,10:00:00 AM,2,0.03,54
1503960366,4/22/2016,11:00:00 AM,34,0.57,102
1503960366,4/22/2016,12:00:00 PM,2,0.03,57
1503960366,4/22/2016,1:00:00 PM,4,0.07,60
1503960366,4/22/2016,2:00:00 PM,0,0.0,54
1503960366,4/22/2016,3:00:00 PM,10,0.17,66
1503960366,4/22/2016,4:00:00 PM,4,0.07,58
1503960366,4/22/2016,5:00:00 PM,18,0.3,104
1503960366,4/22/2016,6:00:00 PM,23,0.38,87
1503960366,4/22/2016,7:00:00 PM,16,0.27,82
1503960366,4/22/2016,8:00:00 PM,13,0.22,71
1503960366,4/22/2016,9:00:00 PM,159,2.65,311
1503960366,4/22/2016,10:00:00 PM,30,0.5,95
1503960366,4/22/2016,11:00:00 PM,54,0.9,136
1503960366,4/23/2016,12:00:00 AM,9,0.15,63
1503960366,4/23/2016,1:00:00 AM,0,0.0,47
1503960366,4/23/2016,2:00:00 AM,1,0.02,49
1503960366,4/23/2016,3:00:00 AM,0,0.0,47
1503960366,4/23/2016,4:00:00 AM,0,0.0,47
1503960366,4/23/2016,5:00:00 AM,0,0.0,48
1503960366,4/23/2016,6:00:00 AM,2,0.03,50
1503960366,4/23/2016,7:00:00 AM,0,0.0,48
1503960366,4/23/2016,8:00:00 AM,8,0.13,59
1503960366,4/23/2016,9:00:00 AM,17,0.28,75
1503960366,4/23/2016,10:00:00 AM,4,0.07,56
1503960366,4/23/2016,11:00:00 AM,11,0.18,84
1503960366,4/23/2016,12:00:00 PM,49,0.82,129
1503960366,4/23/2016,1:00:00 PM,51,0.85,129
1503960366,4/23/2016,2:00:00 PM,20,0.33,78
1503960366,4/23/2016,3:00:00 PM,15,0.25,73
1503960366,4/23/2016,4:00:00 PM,52,0.87,140
1503960366,4/23/2016,5:00:00 PM,26,0.43,121
1503960366,4/23/2016,6:00:00 PM,66,1.1,173
1503960366,4/23/2016,7:00:00 PM,2,0.03,51
1503960366,4/23/2016,8:00:00 PM,9,0.15,63
1503960366,4/23/2016,9:00:00 PM,54,0.9,162
1503960366,4/23/2016,10:00:00 PM,25,0.42,96
1503960366,4/23/2016,11:00:00 PM,6,0.1,60
1503960366,4/24/2016,12:00:00 AM,10,0.17,66
1503960366,4/24/2016,1:00:00 AM,2,0.03,54
1503960366,4/24/2016,2:00:00 AM,0,0.0,48
1503960366,4/24/2016,3:00:00 AM,0,0.0,48
1503960366,4/24/2016,4:00:00 AM,1,0.02,49
1503960366,4/24/2016,5:00:00 AM,0,0.0,48
1503960366,4/24/2016,6:00:00 AM,1,0.02,49
1503960366,4/24/2016,7:00:00 AM,0,0.0,47
1503960366,4/24/2016,8:00:00 AM,1,0.02,49
1503960366,4/24/2016,9:00:00 AM,8,0.13,59
1503960366,4/24/2016,10:00:00 AM,26,0.43,90
1503960366,4/24/2016,11:00:00 AM,12,0.2,67
1503960366,4/24/2016,12:00:00 PM,12,0.2,82
1503960366,4/24/2016,1:00:00 PM,12,0.2,74
1503960366,4/24/2016,2:00:00 PM,1,0.02,52
1503960366,4/24/2016,3:00:00 PM,2,0.03,52
1503960366,4/24/2016,4:00:00 PM,29,0.48,102
1503960366,4/24/2016,5:00:00 PM,25,0.42,86
1503960366,4/24/2016,6:00:00 PM,40,0.67,115
1503960366,4/24/2016,7:00:00 PM,131,2.18,270
1503960366,4/24/2016,8:00:00 PM,18,0.3,76
1503960366,4/24/2016,9:00:00 PM,17,0.28,74
1503960366,4/24/2016,10:00:00 PM,7,0.12,61
1503960366,4/24/2016,11:00:00 PM,10,0.17,72
1503960366,4/25/2016,12:00:00 AM,8,0.13,62
1503960366,4/25/2016,1:00:00 AM,3,0.05,53
1503960366,4/25/2016,2:00:00 AM,6,0.1,57
1503960366,4/25/2016,3:00:00 AM,0,0.0,47
1503960366,4/25/2016,4:00:00 AM,2,0.03,50
1503960366,4/25/2016,5:00:00 AM,1,0.02,49
1503960366,4/25/2016,6:00:00 AM,0,0.0,47
1503960366,4/25/2016,7:00:00 AM,3,0.05,52
1503960366,4/25/2016,8:00:00 AM,22,0.37,83
1503960366,4/25/2016,9:00:00 AM,46,0.77,146
1503960366,4/25/2016,10:00:00 AM,12,0.2,73
1503960366,4/25/2016,11:00:00 AM,24,0.4,121
1503960366,4/25/2016,12:00:00 PM,19,0.32,92
1503960366,4/25/2016,1:00:00 PM,13,0.22,75
1503960366,4/25/2016,2:00:00 PM,5,0.08,62
1503960366,4/25/2016,3:00:00 PM,13,0.22,76
1503960366,4/25/2016,4:00:00 PM,10,0.17,71
1503960366,4/25/2016,5:00:00 PM,8,0.13,67
1503960366,4/25/2016,6:00:00 PM,6,0.1,61
1503960366,4/25/2016,7:00:00 PM,86,1.43,182
1503960366,4/25/2016,8:00:00 PM,30,0.5,95
1503960366,4/25/2016,9:00:00 PM,132,2.2,267
1503960366,4/25/2016,10:00:00 PM,11,0.18,68
1503960366,4/25/2016,11:00:00 PM,3,0.05,54
1503960366,4/26/2016,12:00:00 AM,4,0.07,56
1503960366,4/26/2016,1:00:00 AM,11,0.18,66
1503960366,4/26/2016,2:00:00 AM,0,0.0,51
1503960366,4/26/2016,3:00:00 AM,11,0.18,64
1503960366,4/26/2016,4:00:00 AM,0,0.0,48
1503960366,4/26/2016,5:00:00 AM,1,0.02,49
1503960366,4/26/2016,6:00:00 AM,0,0.0,48
1503960366,4/26/2016,7:00:00 AM,3,0.05,52
1503960366,4/26/2016,8:00:00 AM,13,0.22,67
1503960366,4/26/2016,9:00:00 AM,31,0.52,139
1503960366,4/26/2016,10:00:00 AM,22,0.37,92
1503960366,4/26/2016,11:00:00 AM,17,0.28,78
1503960366,4/26/2016,12:00:00 PM,10,0.17,74
1503960366,4/26/2016,1:00:00 PM,42,0.7,126
1503960366,4/26/2016,2:00:00 PM,60,1.0,142
1503960366,4/26/2016,3:00:00 PM,9,0.15,74
1503960366,4/26/2016,4:00:00 PM,22,0.37,93
1503960366,4/26/2016,5:00:00 PM,5,0.08,60
1503960366,4/26/2016,6:00:00 PM,72,1.2,169
1503960366,4/26/2016,7:00:00 PM,15,0.25,73
1503960366,4/26/2016,8:00:00 PM,26,0.43,127
1503960366,4/26/2016,9:00:00 PM,14,0.23,79
1503960366,4/26/2016,10:00:00 PM,9,0.15,66
1503960366,4/26/2016,11:00:00 PM,21,0.35,80
1503960366,4/27/2016,12:00:00 AM,10,0.17,68
1503960366,4/27/2016,1:00:00 AM,5,0.08,59
1503960366,4/27/2016,2:00:00 AM,2,0.03,53
1503960366,4/27/2016,3:00:00 AM,0,0.0,47
1503960366,4/27/2016,4:00:00 AM,0,0.0,47
1503960366,4/27/2016,5:00:00 AM,0,0.0,47
1503960366,4/27/2016,6:00:00 AM,0,0.0,47
1503960366,4/27/2016,7:00:00 AM,0,0.0,47
1503960366,4/27/2016,8:00:00 AM,0,0.0,47
1503960366,4/27/2016,9:00:00 AM,33,0.55,149
1503960366,4/27/2016,10:00:00 AM,27,0.45,93
1503960366,4/27/2016,11:00:00 AM,23,0.38,100
1503960366,4/27/2016,12:00:00 PM,12,0.2,89
1503960366,4/27/2016,1:00:00 PM,13,0.22,76
1503960366,4/27/2016,2:00:00 PM,35,0.58,150
1503960366,4/27/2016,3:00:00 PM,6,0.1,63
1503960366,4/27/2016,4:00:00 PM,7,0.12,64
1503960366,4/27/2016,5:00:00 PM,13,0.22,73
1503960366,4/27/2016,6:00:00 PM,73,1.22,178
1503960366,4/27/2016,7:00:00 PM,150,2.5,318
1503960366,4/27/2016,8:00:00 PM,70,1.17,174
1503960366,4/27/2016,9:00:00 PM,20,0.33,76
1503960366,4/27/2016,10:00:00 PM,0,0.0,47
1503960366,4/27/2016,11:00:00 PM,0,0.0,47
1503960366,4/28/2016,12:00:00 AM,0,0.0,47
1503960366,4/28/2016,1:00:00 AM,10,0.17,62
1503960366,4/28/2016,2:00:00 AM,0,0.0,48
1503960366,4/28/2016,3:00:00 AM,0,0.0,47
1503960366,4/28/2016,4:00:00 AM,0,0.0,48
1503960366,4/28/2016,5:00:00 AM,0,0.0,47
1503960366,4/28/2016,6:00:00 AM,0,0.0,48
1503960366,4/28/2016,7:00:00 AM,1,0.02,49
1503960366,4/28/2016,8:00:00 AM,11,0.18,63
1503960366,4/28/2016,9:00:00 AM,38,0.63,116
1503960366,4/28/2016,10:00:00 AM,19,0.32,105
1503960366,4/28/2016,11:00:00 AM,10,0.17,73
1503960366,4/28/2016,12:00:00 PM,16,0.27,78
1503960366,4/28/2016,1:00:00 PM,33,0.55,108
1503960366,4/28/2016,2:00:00 PM,47,0.78,124
1503960366,4/28/2016,3:00:00 PM,5,0.08,61
1503960366,4/28/2016,4:00:00 PM,10,0.17,81
1503960366,4/28/2016,5:00:00 PM,11,0.18,72
1503960366,4/28/2016,6:00:00 PM,56,0.93,138
1503960366,4/28/2016,7:00:00 PM,1,0.02,56
1503960366,4/28/2016,8:00:00 PM,50,0.83,151
1503960366,4/28/2016,9:00:00 PM,21,0.35,103
1503960366,4/28/2016,10:00:00 PM,2,0.03,55
1503960366,4/28/2016,11:00:00 PM,48,0.8,121
1503960366,4/29/2016,12:00:00 AM,9,0.15,65
1503960366,4/29/2016,1:00:00 AM,0,0.0,49
1503960366,4/29/2016,2:00:00 AM,4,0.07,54
1503960366,4/29/2016,3:00:00 AM,0,0.0,47
1503960366,4/29/2016,4:00:00 AM,0,0.0,47
1503960366,4/29/2016,5:00:00 AM,0,0.0,48
1503960366,4/29/2016,6:00:00 AM,0,0.0,47
1503960366,4/29/2016,7:00:00 AM,3,0.05,52
1503960366,4/29/2016,8:00:00 AM,13,0.22,67
1503960366,4/29/2016,9:00:00 AM,33,0.55,142
1503960366,4/29/2016,10:00:00 AM,4,0.07,60
1503960366,4/29/2016,11:00:00 AM,4,0.07,60
1503960366,4/29/2016,12:00:00 PM,6,0.1,65
1503960366,4/29/2016,1:00:00 PM,6,0.1,62
1503960366,4/29/2016,2:00:00 PM,56,0.93,136
1503960366,4/29/2016,3:00:00 PM,23,0.38,110
1503960366,4/29/2016,4:00:00 PM,10,0.17,73
1503960366,4/29/2016,5:00:00 PM,9,0.15,75
1503960366,4/29/2016,6:00:00 PM,5,0.08,60
1503960366,4/29/2016,7:00:00 PM,11,0.18,71
1503960366,4/29/2016,8:00:00 PM,16,0.27,80
1503960366,4/29/2016,9:00:00 PM,20,0.33,118
1503960366,4/29/2016,10:00:00 PM,27,0.45,111
1503960366,4/29/2016,11:00:00 PM,56,0.93,140
1503960366,4/30/2016,12:00:00 AM,1,0.02,51
1503960366,4/30/2016,1:00:00 AM,7,0.12,57
1503960366,4/30/2016,2:00:00 AM,0,0.0,47
1503960366,4/30/2016,3:00:00 AM,1,0.02,49
1503960366,4/30/2016,4:00:00 AM,0,0.0,47
1503960366,4/30/2016,5:00:00 AM,0,0.0,48
1503960366,4/30/2016,6:00:00 AM,0,0.0,48
1503960366,4/30/2016,7:00:00 AM,0,0.0,48
1503960366,4/30/2016,8:00:00 AM,3,0.05,52
1503960366,4/30/2016,9:00:00 AM,11,0.18,64
1503960366,4/30/2016,10:00:00 AM,17,0.28,72
1503960366,4/30/2016,11:00:00 AM,7,0.12,62
1503960366,4/30/2016,12:00:00 PM,4,0.07,58
1503960366,4/30/2016,1:00:00 PM,11,0.18,65
1503960366,4/30/2016,2:00:00 PM,22,0.37,85
1503960366,4/30/2016,3:00:00 PM,26,0.43,94
1503960366,4/30/2016,4:00:00 PM,99,1.65,203
1503960366,4/30/2016,5:00:00 PM,55,0.92,160
1503960366,4/30/2016,6:00:00 PM,71,1.18,159
1503960366,4/30/2016,7:00:00 PM,4,0.07,60
1503960366,4/30/2016,8:00:00 PM,5,0.08,62
1503960366,4/30/2016,9:00:00 PM,22,0.37,96
1503960366,4/30/2016,10:00:00 PM,47,0.78,144
1503960366,4/30/2016,11:00:00 PM,28,0.47,116
1503960366,5/1/2016,12:00:00 AM,9,0.15,64
1503960366,5/1/2016,1:00:00 AM,8,0.13,60
1503960366,5/1/2016,2:00:00 AM,2,0.03,50
1503960366,5/1/2016,3:00:00 AM,1,0.02,48
1503960366,5/1/2016,4:00:00 AM,0,0.0,47
1503960366,5/1/2016,5:00:00 AM,0,0.0,48
1503960366,5/1/2016,6:00:00 AM,0,0.0,47
1503960366,5/1/2016,7:00:00 AM,3,0.05,52
1503960366,5/1/2016,8:00:00 AM,6,0.1,56
1503960366,5/1/2016,9:00:00 AM,12,0.2,67
1503960366,5/1/2016,10:00:00 AM,6,0.1,61
1503960366,5/1/2016,11:00:00 AM,10,0.17,65
1503960366,5/1/2016,12:00:00 PM,10,0.17,66
1503960366,5/1/2016,1:00:00 PM,5,0.08,57
1503960366,5/1/2016,2:00:00 PM,25,0.42,91
1503960366,5/1/2016,3:00:00 PM,21,0.35,81
1503960366,5/1/2016,4:00:00 PM,23,0.38,97
1503960366,5/1/2016,5:00:00 PM,33,0.55,108
1503960366,5/1/2016,6:00:00 PM,70,1.17,159
1503960366,5/1/2016,7:00:00 PM,14,0.23,71
1503960366,5/1/2016,8:00:00 PM,6,0.1,59
1503960366,5/1/2016,9:00:00 PM,25,0.42,86
1503960366,5/1/2016,10:00:00 PM,50,0.83,127
1503960366,5/1/2016,11:00:00 PM,76,1.27,161
1503960366,5/2/2016,12:00:00 AM,0,0.0,50
