id,activitydate,totalsteps,totaldistance,trackerdistance,loggedactivitiesdistance,calories
1844505072,4/30/2016,4014,2.67,2.67,0.0,1763
1844505072,5/1/2016,2573,1.7,1.7,0.0,1541
1844505072,5/2/2016,0,0.0,0.0,0.0,1348
1844505072,5/3/2016,4059,2.68,2.68,0.0,1742
1844505072,5/4/2016,2080,1.37,1.37,0.0,1549
1844505072,5/5/2016,2237,1.48,1.48,0.0,1589
1844505072,5/6/2016,44,0.03,0.03,0.0,1351
1844505072,5/7/2016,0,0.0,0.0,0.0,1347
1844505072,5/8/2016,0,0.0,0.0,0.0,1347
1844505072,5/9/2016,0,0.0,0.0,0.0,1347
1844505072,5/10/2016,0,0.0,0.0,0.0,1347
1844505072,5/11/2016,0,0.0,0.0,0.0,1347
1844505072,5/12/2016,0,0.0,0.0,0.0,665
1927972279,4/12/2016,678,0.47,0.47,0.0,2220
1927972279,4/13/2016,356,0.25,0.25,0.0,2151
1927972279,4/14/2016,2163,1.5,1.5,0.0,2383
1927972279,4/15/2016,980,0.68,0.68,0.0,2221
1927972279,4/16/2016,0,0.0,0.0,0.0,2064
1927972279,4/17/2016,0,0.0,0.0,0.0,2063
1927972279,4/18/2016,244,0.17,0.17,0.0,2111
1927972279,4/19/2016,0,0.0,0.0,0.0,2063
1927972279,4/20/2016,0,0.0,0.0,0.0,2063
1927972279,4/21/2016,0,0.0,0.0,0.0,2064
1927972279,4/22/2016,149,0.1,0.1,0.0,2093
1927972279,4/23/2016,2945,2.04,2.04,0.0,2499
1927972279,4/24/2016,2090,1.45,1.45,0.0,2324
1927972279,4/25/2016,152,0.11,0.11,0.0,2100
1927972279,4/26/2016,3761,2.6,2.6,0.0,2638
1927972279,4/27/2016,0,0.0,0.0,0.0,2063
1927972279,4/28/2016,1675,1.16,1.16,0.0,2351
1927972279,4/29/2016,0,0.0,0.0,0.0,2063
1927972279,4/30/2016,0,0.0,0.0,0.0,2064
1927972279,5/1/2016,2704,1.87,1.87,0.0,2411
1927972279,5/2/2016,3790,2.62,2.62,0.0,2505
1927972279,5/3/2016,1326,0.92,0.92,0.0,2195
1927972279,5/4/2016,1786,1.24,1.24,0.0,2338
1927972279,5/5/2016,0,0.0,0.0,0.0,2063
1927972279,5/6/2016,2091,1.45,1.45,0.0,2383
1927972279,5/7/2016,1510,1.04,1.04,0.0,2229
1927972279,5/8/2016,0,0.0,0.0,0.0,2063
1927972279,5/9/2016,0,0.0,0.0,0.0,2063
1927972279,5/10/2016,0,0.0,0.0,0.0,2063
1927972279,5/11/2016,0,0.0,0.0,0.0,2063
1927972279,5/12/2016,0,0.0,0.0,0.0,1383
2022484408,4/12/2016,11875,8.34,8.34,0.0,2390
2022484408,4/13/2016,12024,8.5,8.5,0.0,2601
2022484408,4/14/2016,10690,7.5,7.5,0.0,2312
2022484408,4/15/2016,11034,8.03,8.03,0.0,2525
2022484408,4/16/2016,10100,7.09,7.09,0.0,2177
2022484408,4/17/2016,15112,11.4,11.4,0.0,2782
2022484408,4/18/2016,14131,10.07,10.07,0.0,2770
2022484408,4/19/2016,11548,8.53,8.53,0.0,2489
2022484408,4/20/2016,15112,10.67,10.67,0.0,2897
2022484408,4/21/2016,12453,8.74,8.74,0.0,3158
2022484408,4/22/2016,12954,9.33,9.33,0.0,2638
2022484408,4/23/2016,6001,4.21,4.21,0.0,2069
2022484408,4/24/2016,13481,10.28,10.28,0.0,2529
2022484408,4/25/2016,11369,8.01,8.01,0.0,2470
2022484408,4/26/2016,10119,7.19,7.19,0.0,2793
2022484408,4/27/2016,10159,7.13,7.13,0.0,2463
2022484408,4/28/2016,10140,7.12,7.12,0.0,2296
2022484408,4/29/2016,10245,7.19,7.19,0.0,2611
2022484408,4/30/2016,18387,12.91,12.91,0.0,2732
2022484408,5/1/2016,10538,7.4,7.4,0.0,2380
2022484408,5/2/2016,10379,7.29,7.29,0.0,2473
2022484408,5/3/2016,12183,8.74,8.74,0.0,2752
2022484408,5/4/2016,11768,8.29,8.29,0.0,2649
2022484408,5/5/2016,11895,8.35,8.35,0.0,2609
2022484408,5/6/2016,10227,7.18,7.18,0.0,2498
2022484408,5/7/2016,6708,4.71,4.71,0.0,1995
2022484408,5/8/2016,3292,2.31,2.31,0.0,1848
2022484408,5/9/2016,13379,9.39,9.39,0.0,2709
2022484408,5/10/2016,12798,8.98,8.98,0.0,2797
2022484408,5/11/2016,13272,9.32,9.32,0.0,2544
2022484408,5/12/2016,9117,6.41,6.41,0.0,1853
2026352035,4/12/2016,4414,2.74,2.74,0.0,1459
2026352035,4/13/2016,4993,3.1,3.1,0.0,1521
2026352035,4/14/2016,3335,2.07,2.07,0.0,1431
2026352035,4/15/2016,3821,2.37,2.37,0.0,1444
2026352035,4/16/2016,2547,1.58,1.58,0.0,1373
2026352035,4/17/2016,838,0.52,0.52,0.0,1214
2026352035,4/18/2016,3325,2.06,2.06,0.0,1419
2026352035,4/19/2016,2424,1.5,1.5,0.0,1356
2026352035,4/20/2016,7222,4.48,4.48,0.0,1667
2026352035,4/21/2016,2467,1.53,1.53,0.0,1370
2026352035,4/22/2016,2915,1.81,1.81,0.0,1399
2026352035,4/23/2016,12357,7.71,7.71,0.0,1916
2026352035,4/24/2016,3490,2.16,2.16,0.0,1401
2026352035,4/25/2016,6017,3.73,3.73,0.0,1576
2026352035,4/26/2016,5933,3.68,3.68,0.0,1595
2026352035,4/27/2016,6088,3.77,3.77,0.0,1593
2026352035,4/28/2016,6375,3.95,3.95,0.0,1649
2026352035,4/29/2016,7604,4.71,4.71,0.0,1692
2026352035,4/30/2016,4729,2.93,2.93,0.0,1506
2026352035,5/1/2016,3609,2.28,2.28,0.0,1447
2026352035,5/2/2016,7018,4.35,4.35,0.0,1690
2026352035,5/3/2016,5992,3.72,3.72,0.0,1604
2026352035,5/4/2016,6564,4.07,4.07,0.0,1658
2026352035,5/5/2016,12167,7.54,7.54,0.0,1926
2026352035,5/6/2016,8198,5.08,5.08,0.0,1736
2026352035,5/7/2016,4193,2.6,2.6,0.0,1491
2026352035,5/8/2016,5528,3.45,3.45,0.0,1555
2026352035,5/9/2016,10685,6.62,6.62,0.0,1869
2026352035,5/10/2016,254,0.16,0.16,0.0,1141
2026352035,5/11/2016,8580,5.32,5.32,0.0,1698
2026352035,5/12/2016,8891,5.51,5.51,0.0,1364
2320127002,4/12/2016,10725,7.49,7.49,0.0,2124
2320127002,4/13/2016,7275,4.9,4.9,0.0,2003
2320127002,4/14/2016,3973,2.68,2.68,0.0,1696
2320127002,4/15/2016,5205,3.51,3.51,0.0,1801
2320127002,4/16/2016,5057,3.41,3.41,0.0,1724
2320127002,4/17/2016,6198,4.18,4.18,0.0,1852
2320127002,4/18/2016,6559,4.42,4.42,0.0,1905
2320127002,4/19/2016,5997,4.04,4.04,0.0,1811
2320127002,4/20/2016,7192,4.85,4.85,0.0,1922
2320127002,4/21/2016,3404,2.29,2.29,0.0,1610
2320127002,4/22/2016,5583,3.76,3.76,0.0,1851
2320127002,4/23/2016,5079,3.42,3.42,0.0,1804
2320127002,4/24/2016,4165,2.81,2.81,0.0,1725
2320127002,4/25/2016,3588,2.42,2.42,0.0,1654
2320127002,4/26/2016,3409,2.3,2.3,0.0,1632
2320127002,4/27/2016,1715,1.16,1.16,0.0,1481
2320127002,4/28/2016,1532,1.03,1.03,0.0,1473
2320127002,4/29/2016,924,0.62,0.62,0.0,1410
2320127002,4/30/2016,4571,3.08,3.08,0.0,1779
2320127002,5/1/2016,772,0.52,0.52,0.0,1403
2320127002,5/2/2016,3634,2.45,2.45,0.0,1613
2320127002,5/3/2016,7443,5.02,5.02,0.0,1878
2320127002,5/4/2016,1201,0.81,0.81,0.0,1426
2320127002,5/5/2016,5202,3.51,3.51,0.0,1780
2320127002,5/6/2016,4878,3.29,3.29,0.0,1742
2320127002,5/7/2016,7379,4.97,4.97,0.0,1972
2320127002,5/8/2016,5161,3.48,3.48,0.0,1821
2320127002,5/9/2016,3090,2.08,2.08,0.0,1630
2320127002,5/10/2016,6227,4.2,4.2,0.0,1899
2320127002,5/11/2016,6424,4.33,4.33,0.0,1903
2320127002,5/12/2016,2661,1.79,1.79,0.0,1125
2347167796,4/12/2016,10113,6.83,6.83,0.0,2344
2347167796,4/13/2016,10352,7.01,7.01,0.0,2038
2347167796,4/14/2016,10129,6.7,6.7,0.0,2010
2347167796,4/15/2016,10465,6.92,6.92,0.0,2133
2347167796,4/16/2016,22244,15.08,15.08,0.0,2670
2347167796,4/17/2016,5472,3.62,3.62,0.0,1882
2347167796,4/18/2016,8247,5.45,5.45,0.0,1944
2347167796,4/19/2016,6711,4.44,4.44,0.0,2346
2347167796,4/20/2016,10999,7.27,7.27,0.0,2198
2347167796,4/21/2016,10080,6.75,6.75,0.0,2048
2347167796,4/22/2016,7804,5.16,5.16,0.0,1946
2347167796,4/23/2016,16901,11.37,11.37,0.0,2629
2347167796,4/24/2016,9471,6.26,6.26,0.0,2187
2347167796,4/25/2016,9482,6.38,6.38,0.0,2095
2347167796,4/26/2016,5980,3.95,3.95,0.0,1861
2347167796,4/27/2016,11423,7.58,7.58,0.0,2194
2347167796,4/28/2016,5439,3.6,3.6,0.0,1854
2347167796,4/29/2016,42,0.03,0.03,0.0,403
2873212765,4/12/2016,8796,5.91,5.91,0.0,1982
2873212765,4/13/2016,7618,5.12,5.12,0.0,2004
2873212765,4/14/2016,7910,5.32,5.32,0.0,1893
2873212765,4/15/2016,8482,5.7,5.7,0.0,2063
2873212765,4/16/2016,9685,6.65,6.65,0.0,2148
2873212765,4/17/2016,2524,1.7,1.7,0.0,1529
2873212765,4/18/2016,7762,5.24,5.24,0.0,1890
2873212765,4/19/2016,7948,5.37,5.37,0.0,1956
2873212765,4/20/2016,9202,6.3,6.3,0.0,2094
2873212765,4/21/2016,8859,5.98,5.98,0.0,1970
2873212765,4/22/2016,7286,4.9,4.9,0.0,2241
2873212765,4/23/2016,9317,6.35,6.35,0.0,2021
2873212765,4/24/2016,6873,4.68,4.68,0.0,1898
2873212765,4/25/2016,7373,4.95,4.95,0.0,1907
2873212765,4/26/2016,8242,5.54,5.54,0.0,1882
2873212765,4/27/2016,3516,2.36,2.36,0.0,1966
2873212765,4/28/2016,7913,5.41,5.41,0.0,1835
2873212765,4/29/2016,7365,4.95,4.95,0.0,1780
2873212765,4/30/2016,8452,5.68,5.68,0.0,1830
2873212765,5/1/2016,7399,4.97,4.97,0.0,1739
2873212765,5/2/2016,7525,5.06,5.06,0.0,1878
2873212765,5/3/2016,7412,4.98,4.98,0.0,1906
2873212765,5/4/2016,8278,5.56,5.56,0.0,2015
2873212765,5/5/2016,8314,5.61,5.61,0.0,1971
2873212765,5/6/2016,7063,4.75,4.75,0.0,1910
2873212765,5/7/2016,4940,3.38,3.38,0.0,1897
2873212765,5/8/2016,8168,5.54,5.54,0.0,2096
2873212765,5/9/2016,7726,5.19,5.19,0.0,1906
2873212765,5/10/2016,8275,5.56,5.56,0.0,1962
2873212765,5/11/2016,6440,4.33,4.33,0.0,1826
2873212765,5/12/2016,7566,5.11,5.11,0.0,1431
3372868164,4/12/2016,4747,3.24,3.24,0.0,1788
3372868164,4/13/2016,9715,6.63,6.63,0.0,2093
3372868164,4/14/2016,8844,6.03,6.03,0.0,2065
3372868164,4/15/2016,7451,5.08,5.08,0.0,1908
3372868164,4/16/2016,6905,4.73,4.73,0.0,1908
3372868164,4/17/2016,8199,5.88,5.88,0.0,1964
3372868164,4/18/2016,6798,4.64,4.64,0.0,2014
3372868164,4/19/2016,7711,5.26,5.26,0.0,1985
3372868164,4/20/2016,4880,3.33,3.33,0.0,1867
3372868164,4/21/2016,8857,6.07,6.07,0.0,2124
3372868164,4/22/2016,3843,2.62,2.62,0.0,1669
3372868164,4/23/2016,7396,5.07,5.07,0.0,1995
3372868164,4/24/2016,6731,4.59,4.59,0.0,1921
3372868164,4/25/2016,5995,4.09,4.09,0.0,2010
3372868164,4/26/2016,8283,5.79,5.79,0.0,2057
3372868164,4/27/2016,7904,5.42,5.42,0.0,2095
3372868164,4/28/2016,5512,3.76,3.76,0.0,1972
3372868164,4/29/2016,9135,6.23,6.23,0.0,2044
3372868164,4/30/2016,5250,3.58,3.58,0.0,1946
3372868164,5/1/2016,3077,2.1,2.1,0.0,1237
3977333714,4/12/2016,8856,5.98,5.98,0.0,1450
3977333714,4/13/2016,10035,6.71,6.71,0.0,1495
3977333714,4/14/2016,7641,5.11,5.11,0.0,1433
3977333714,4/15/2016,9010,6.06,6.06,0.0,1468
3977333714,4/16/2016,13459,9.0,9.0,0.0,1625
3977333714,4/17/2016,10415,6.97,6.97,0.0,1529
3977333714,4/18/2016,11663,7.8,7.8,0.0,1584
3977333714,4/19/2016,12414,8.78,8.78,0.0,1638
3977333714,4/20/2016,11658,7.83,7.83,0.0,1554
3977333714,4/21/2016,6093,4.08,4.08,0.0,1397
3977333714,4/22/2016,8911,5.96,5.96,0.0,1481
3977333714,4/23/2016,12058,8.07,8.07,0.0,1638
3977333714,4/24/2016,14112,10.0,10.0,0.0,1655
3977333714,4/25/2016,11177,8.48,8.48,0.0,1570
3977333714,4/26/2016,11388,7.62,7.62,0.0,1551
3977333714,4/27/2016,7193,5.04,5.04,0.0,1377
3977333714,4/28/2016,7114,4.88,4.88,0.0,1407
3977333714,4/29/2016,10645,7.75,7.75,0.0,1545
3977333714,4/30/2016,13238,9.2,9.2,0.0,1650
3977333714,5/1/2016,10414,7.07,7.07,0.0,1501
3977333714,5/2/2016,16520,11.05,11.05,0.0,1760
3977333714,5/3/2016,14335,9.59,9.59,0.0,1710
3977333714,5/4/2016,13559,9.44,9.44,0.0,1628
3977333714,5/5/2016,12312,8.58,8.58,0.0,1618
3977333714,5/6/2016,11677,8.28,8.28,0.0,1590
3977333714,5/7/2016,11550,7.73,7.73,0.0,1574
3977333714,5/8/2016,13585,9.09,9.09,0.0,1633
3977333714,5/9/2016,14687,10.08,10.08,0.0,1667
3977333714,5/10/2016,13072,8.78,8.78,0.0,1630
3977333714,5/11/2016,746,0.5,0.5,0.0,52
4020332650,4/12/2016,8539,6.12,6.12,0.0,3654
4020332650,4/13/2016,0,0.0,0.0,0.0,1981
4020332650,4/14/2016,108,0.08,0.08,0.0,2011
4020332650,4/15/2016,1882,1.35,1.35,0.0,2951
4020332650,4/16/2016,1982,1.42,1.42,0.0,3051
4020332650,4/17/2016,16,0.01,0.01,0.0,1990
4020332650,4/18/2016,62,0.04,0.04,0.0,1995
4020332650,4/19/2016,0,0.0,0.0,0.0,1980
4020332650,4/20/2016,0,0.0,0.0,0.0,1980
4020332650,4/21/2016,0,0.0,0.0,0.0,1980
4020332650,4/22/2016,0,0.0,0.0,0.0,1980
4020332650,4/23/2016,0,0.0,0.0,0.0,1980
4020332650,4/24/2016,0,0.0,0.0,0.0,1980
4020332650,4/25/2016,0,0.0,0.0,0.0,1980
4020332650,4/26/2016,0,0.0,0.0,0.0,1980
4020332650,4/27/2016,0,0.0,0.0,0.0,1980
4020332650,4/28/2016,0,0.0,0.0,0.0,1980
4020332650,4/29/2016,0,0.0,0.0,0.0,1980
4020332650,4/30/2016,0,0.0,0.0,0.0,1980
4020332650,5/1/2016,0,0.0,0.0,0.0,1980
4020332650,5/2/2016,475,0.34,0.34,0.0,2207
4020332650,5/3/2016,4496,3.22,3.22,0.0,2828
4020332650,5/4/2016,10252,7.35,7.35,0.0,3879
4020332650,5/5/2016,11728,8.43,8.43,0.0,3429
4020332650,5/6/2016,4369,3.13,3.13,0.0,2704
4020332650,5/7/2016,6132,4.4,4.4,0.0,2975
4020332650,5/8/2016,5862,4.2,4.2,0.0,3089
4020332650,5/9/2016,4556,3.27,3.27,0.0,2785
4020332650,5/10/2016,5546,3.98,3.98,0.0,2926
4020332650,5/11/2016,3689,2.65,2.65,0.0,2645
4020332650,5/12/2016,590,0.42,0.42,0.0,1120
4057192912,4/12/2016,5394,4.03,4.03,0.0,2286
4057192912,4/13/2016,5974,4.47,4.47,0.0,2306
4057192912,4/14/2016,0,0.0,0.0,0.0,1776
4057192912,4/15/2016,3984,2.95,2.95,0.0,1527
4319703577,4/12/2016,7753,5.2,5.2,0.0,2115
4319703577,4/13/2016,8204,5.5,5.5,0.0,2135
4319703577,4/14/2016,10210,6.88,6.88,0.0,2302
4319703577,4/15/2016,5664,3.8,3.8,0.0,1985
4319703577,4/16/2016,4744,3.18,3.18,0.0,1884
4319703577,4/17/2016,29,0.02,0.02,0.0,1464
4319703577,4/18/2016,2276,1.55,1.55,0.0,1632
4319703577,4/19/2016,8925,5.99,5.99,0.0,2200
4319703577,4/20/2016,8954,6.01,6.01,0.0,2220
4319703577,4/21/2016,3702,2.48,2.48,0.0,1792
4319703577,4/22/2016,4500,3.02,3.02,0.0,1886
4319703577,4/23/2016,4935,3.31,3.31,0.0,1945
4319703577,4/24/2016,4081,2.74,2.74,0.0,1880
4319703577,4/25/2016,9259,6.21,6.21,0.0,2314
4319703577,4/26/2016,9899,6.64,6.64,0.0,2236
4319703577,4/27/2016,10780,7.23,7.23,0.0,2324
4319703577,4/28/2016,10817,7.28,7.28,0.0,2367
4319703577,4/29/2016,7990,5.36,5.36,0.0,2175
4319703577,4/30/2016,8221,5.52,5.52,0.0,2092
4319703577,5/1/2016,1251,0.84,0.84,0.0,1593
4319703577,5/2/2016,9261,6.24,6.24,0.0,2270
4319703577,5/3/2016,9648,6.47,6.47,0.0,2235
4319703577,5/4/2016,10429,7.02,7.02,0.0,2282
4319703577,5/5/2016,13658,9.49,9.49,0.0,2530
4319703577,5/6/2016,9524,6.42,6.42,0.0,2266
4319703577,5/7/2016,7937,5.33,5.33,0.0,2158
4319703577,5/8/2016,3672,2.46,2.46,0.0,1792
4319703577,5/9/2016,10378,6.96,6.96,0.0,2345
4319703577,5/10/2016,9487,6.37,6.37,0.0,2260
4319703577,5/11/2016,9129,6.13,6.13,0.0,2232
4319703577,5/12/2016,17,0.01,0.01,0.0,257
4388161847,4/12/2016,10122,7.78,7.78,0.0,2955
4388161847,4/13/2016,10993,8.45,8.45,0.0,3092
4388161847,4/14/2016,8863,6.82,6.82,0.0,2998
4388161847,4/15/2016,8758,6.73,6.73,0.0,3066
4388161847,4/16/2016,6580,5.06,5.06,0.0,3073
4388161847,4/17/2016,4660,3.58,3.58,0.0,2572
4388161847,4/18/2016,11009,9.1,9.1,0.0,3274
4388161847,4/19/2016,10181,7.83,7.83,0.0,3015
4388161847,4/20/2016,10553,8.12,8.12,0.0,3083
4388161847,4/21/2016,10055,7.73,7.73,0.0,3069
4388161847,4/22/2016,12139,9.34,9.34,0.0,3544
4388161847,4/23/2016,13236,10.18,10.18,0.0,3306
4388161847,4/24/2016,10243,7.88,7.88,0.0,2885
4388161847,4/25/2016,12961,9.97,9.97,0.0,3288
4388161847,4/26/2016,9461,7.28,7.28,0.0,2929
4388161847,4/27/2016,11193,8.61,8.61,0.0,3074
4388161847,4/28/2016,10074,7.75,7.75,0.0,2969
4388161847,4/29/2016,9232,7.1,7.1,0.0,2979
4388161847,4/30/2016,12533,9.64,9.64,0.0,3283
4388161847,5/1/2016,10255,7.89,7.89,0.0,2926
4388161847,5/2/2016,10096,8.4,8.4,0.0,3147
4388161847,5/3/2016,12727,9.79,9.79,0.0,3290
4388161847,5/4/2016,12375,9.52,9.52,0.0,3162
4388161847,5/5/2016,9603,7.38,7.38,0.0,2899
4388161847,5/6/2016,13175,10.13,10.13,0.0,3425
4388161847,5/7/2016,22770,17.54,17.54,0.0,4022
4388161847,5/8/2016,17298,14.38,14.38,0.0,3934
4388161847,5/9/2016,10218,7.86,7.86,0.0,3013
4388161847,5/10/2016,10299,7.92,7.92,0.0,3061
4388161847,5/11/2016,10201,7.84,7.84,0.0,2954
4388161847,5/12/2016,3369,2.59,2.59,0.0,1623
4445114986,4/12/2016,3276,2.2,2.2,0.0,2113
4445114986,4/13/2016,2961,1.99,1.99,0.0,2095
4445114986,4/14/2016,3974,2.67,2.67,0.0,2194
4445114986,4/15/2016,7198,4.83,4.83,0.0,2496
4445114986,4/16/2016,3945,2.65,2.65,0.0,2180
4445114986,4/17/2016,2268,1.52,1.52,0.0,1933
4445114986,4/18/2016,6155,4.24,4.24,0.0,2248
4445114986,4/19/2016,2064,1.39,1.39,0.0,1954
4445114986,4/20/2016,2072,1.39,1.39,0.0,1974
4445114986,4/21/2016,3809,2.56,2.56,0.0,2150
4445114986,4/22/2016,6831,4.58,4.58,0.0,2432
4445114986,4/23/2016,4363,2.93,2.93,0.0,2149
4445114986,4/24/2016,5002,3.36,3.36,0.0,2247
4445114986,4/25/2016,3385,2.27,2.27,0.0,2070
4445114986,4/26/2016,6326,4.41,4.41,0.0,2291
4445114986,4/27/2016,7243,5.03,5.03,0.0,2361
4445114986,4/28/2016,4493,3.01,3.01,0.0,2203
4445114986,4/29/2016,4676,3.14,3.14,0.0,2196
4445114986,4/30/2016,6222,4.18,4.18,0.0,2363
4445114986,5/1/2016,5232,3.51,3.51,0.0,2246
4445114986,5/2/2016,6910,4.75,4.75,0.0,2336
4445114986,5/3/2016,7502,5.18,5.18,0.0,2421
4445114986,5/4/2016,2923,1.96,1.96,0.0,2070
